type,id,name,gender,person,description,prenom,02_genre
way,90909001,Rue Cardinal Mercier,M,,,,
way,115887216,Rue Cardinal Mercier,M,,,,
way,129913333,Rue Clémenceau,M,,,,
way,371252907,Rue Clémenceau,M,,,,
way,914337884,Rue Clémenceau,M,,,,
way,92404625,Rue Cyprien Prévot,M,,,,
way,92404632,Rue Cyprien Prévot,M,,,,
way,59311873,Rue de Général Leman,M,,,,
way,292544360,Rue de Général Leman,M,,,,
way,71291955,Rue de l'Abbé Fiévez,M,,,,
way,31969018,Rue de l'Abbé Pollart,M,,,,
way,68281420,Rue Delvaux Auguste,M,,,,
way,203450963,Rue Delvaux Auguste,M,,,,
way,826625315,Rue Delvaux Auguste,M,,,,
way,978084210,Rue Delvaux Auguste,M,,,,
way,978084211,Rue Delvaux Auguste,M,,,,
way,88523190,Rue des Douze Apôtres,M,,,,
way,191736406,Rue des Douze Apôtres,M,,,,
way,610477075,Rue des Douze Apôtres,M,,,,
way,1085856704,Rue des Douze Apôtres,M,,,,
way,215605733,Rue des Frères Heusghem,M,,,,
way,89445132,Rue des Frères Sterck,M,,,,
way,89445172,Rue des Frères Sterck,M,,,,
way,89445193,Rue des Frères Sterck,M,,,,
way,265624565,Rue des Frères Sterck,M,,,,
way,608696561,Rue des Frères Sterck,M,,,,
way,28538019,Rue des Frères Wright,M,,,,
way,29252925,Rue Django Reinhardt,M,,,,
way,103383415,Rue du Curé Robert,M,,,,
way,202154268,Rue du Curé Robert,M,,,,
way,103258508,Rue du Curé Theys,M,,,,
way,164672119,Rue du Docteur Briart,M,,,,
way,244421782,Rue du Docteur Briart,M,,,,
way,619699901,Rue du Gazomètre,M,,,,
way,126797811,Rue du Général de Gaulle,M,,,,
way,292544384,Rue du Général de Gaulle,M,,,,
way,1063637397,Rue du Général de Gaulle,M,,,,
way,92435892,Rue du Général Kleber,M,,,,
way,136707315,Rue du Général Lanrezac,M,,,,
way,95413435,Rue du Maréchal Foch,M,,,,
way,96639048,Rue du Parc Saint-Adrien,M,,,,
way,245191250,Rue du Parc Saint-Adrien,M,,,,
way,245191254,Rue du Parc Saint-Adrien,M,,,,
way,892719684,Rue du Parc Saint-Adrien,M,,,,
way,892719685,Rue du Parc Saint-Adrien,M,,,,
way,892719686,Rue du Parc Saint-Adrien,M,,,,
way,87686412,Rue du Président Allende,M,,,,
way,370628267,Rue du Président Allende,M,,,,
way,868634008,Rue du Président Allende,M,,,,
way,150040023,Rue Edourd Baugnet,M,,,,
way,211143526,Rue Edourd Baugnet,M,,,,
way,67557359,Rue Elie Braconnier,M,,,,
way,108328726,Rue Elie Braconnier,M,,,,
way,445480273,Rue Elie Braconnier,M,,,,
way,70605057,Rue Erasme,M,,,,
way,39667144,Rue Ernest-Oscar Tips,M,,,,
way,67588328,Rue Eudore Pirmez,M,,,,
way,239572334,Rue Eudore Pirmez,M,,,,
way,975064906,Rue Falleur Martin,M,,,,
way,92216768,Rue Florent Dams,M,,,,
way,214669846,Rue Florent Dams,M,,,,
way,92242708,Rue Florent Malacord,M,,,,
way,216503820,Rue Florent Malacord,M,,,,
way,68282525,Rue Frère Orban,M,,,,
way,69169420,Rue Frère Orban,M,,,,
way,297671635,Rue Frère Orban,M,,,,
way,68280763,Rue Général de Gaulle,M,,,,
way,367321885,Rue Général de Gaulle,M,,,,
way,367700280,Rue Général de Gaulle,M,,,,
way,807382916,Rue Général de Gaulle,M,,,,
way,1164873947,Rue Général de Gaulle,M,,,,
way,61590795,Rue Géneral Jacques,M,,,,
way,92242761,Rue Général Leman,M,,,,
way,92242741,Rue Général Letort,M,,,,
way,95067845,Rue Général Patris,M,,,,
way,87339677,Rue Geoges Gay,M,,,,
way,249619627,Rue Grégoire,M,,,,
way,559871290,Rue Grégoire,M,,,,
way,31891132,Rue J.F. Kennedy,M,,,,
way,76589740,Rue Jean-François Dubois,M,,,,
way,96644759,Rue Jean-Joseph Piret,M,,,,
way,132819305,Rue Jean-Joseph Piret,M,,,,
way,207733894,Rue Junius Massau,M,,,,
way,61234484,Rue Léopold,M,,,,
way,61234906,Rue Léopold,M,,,,
way,91323267,Rue Léopold,M,,,,
way,103383425,Rue Léopold,M,,,,
way,183858710,Rue Léopold,M,,,,
way,206643136,Rue Léopold,M,,,,
way,236144575,Rue Léopold,M,,,,
way,236144576,Rue Léopold,M,,,,
way,249594706,Rue Léopold,M,,,,
way,256760045,Rue Léopold,M,,,,
way,612277972,Rue Léopold,M,,,,
way,839563380,Rue Léopold,M,,,,
way,1018750848,Rue Léopold,M,,,,
way,63899142,Rue Lieutenant Général Gillain,M,,,,
way,89445168,Rue Lieutenant Maurisse Tasse,M,,,,
way,368039752,Rue Lieutenant Maurisse Tasse,M,,,,
way,1040455473,Rue Lieutenant Maurisse Tasse,M,,,,
way,37681857,Rue Maréchal Foch,M,,,,
way,206674223,Rue Maréchal Foch,M,,,,
way,67401585,Rue Maréchal Joffre,M,,,,
way,67401639,Rue Maréchal Joffre,M,,,,
way,56045331,Rue Martin,M,,,,
way,117046660,Rue Monseigneur Cerfaux,M,,,,
way,90909026,Rue Monseigneur Romero,M,,,,
way,99841841,Rue Nicolaï,M,,,,
way,99841842,Rue Nicolaï,M,,,,
way,246856717,Rue Octave Aubecq,M,,,,
way,93808024,Rue Octave de Falleur,M,,,,
way,203574231,Rue Octave Germain,M,,,,
way,1019402717,Rue Octave Germain,M,,,,
way,29252860,Rue Octave Staumont,M,,,,
way,202773336,Rue Octave Staumont,M,,,,
way,202773337,Rue Octave Staumont,M,,,,
way,202773338,Rue Octave Staumont,M,,,,
way,1040900679,Rue Octave Staumont,M,,,,
way,139869217,Rue Oscar-Paul Gilbert,M,,,,
way,67573628,Rue Pasteur,M,,,,
way,115762365,Rue Pasteur,M,,,,
way,115762366,Rue Pasteur,M,,,,
way,990854952,Rue Pasteur,M,,,,
way,89526982,Rue Pastur,M,,,,
way,89520153,Rue Patrice,M,,,,
way,58808174,Rue Paulin Debauche,M,,,,
way,195271395,Rue Paulin Marchand,M,,,,
way,25403495,Rue Paulus,M,,,,
way,68281849,Rue Pierre-Joseph Lecomte,M,,,,
way,250203696,Rue Pierre-Joseph Lecomte,M,,,,
way,249619778,Rue Pierre-Joseph Wery,M,,,,
way,89526979,Rue Robert,M,,,,
way,30167167,Rue Roosevelt,M,,,,
way,89519997,Rue Saint André,M,,,,
way,61950834,Rue Saint Charles,M,,,,
way,103310702,Rue Saint Emile,M,,,,
way,297671648,Rue Saint Emile,M,,,,
way,89519999,rue Saint Germain,M,,,,
way,103310766,Rue Saint Ghislain,M,,,,
way,297668085,Rue Saint Ghislain,M,,,,
way,152728262,Rue Saint Jacques,M,,,,
way,182903592,Rue Saint Jacques,M,,,,
way,362022027,Rue Saint Jacques,M,,,,
way,89520102,Rue Saint Joseph,M,,,,
way,72509764,Rue Saint-André,M,,,,
way,69205612,Rue Saint-Antoine,M,,,,
way,193659614,Rue Saint-Antoine,M,,,,
way,315767857,Rue Saint-Antoine,M,,,,
way,618276869,Rue Saint-Antoine,M,,,,
way,139083522,Rue Saint-Barthélemy,M,,,,
way,66215842,Rue Saint-Bernard,M,,,,
way,116818935,Rue Saint-Blaise,M,,,,
way,184138711,Rue Saint-Blaise,M,,,,
way,61950843,Rue Saint-Charles,M,,,,
way,255452368,Rue Saint-Charles,M,,,,
way,262453622,Rue Saint-Charles,M,,,,
way,367693612,Rue Saint-Christophe,M,,,,
way,117470203,Rue Saint-Clet,M,,,,
way,117470216,Rue Saint-Clet,M,,,,
way,88722555,Rue Saint-Éloi,M,,,,
way,839338856,Rue Saint-Éloi,M,,,,
way,63899072,Rue Saint-Fiacre,M,,,,
way,125745724,Rue Saint-Fiacre,M,,,,
way,125745725,Rue Saint-Fiacre,M,,,,
way,195573716,Rue Saint-François,M,,,,
way,305265758,Rue Saint-François,M,,,,
way,92242671,Rue Saint-François - Rue de Gilly,M,,,,
way,117046642,Rue Saint-Georges,M,,,,
way,66172481,Rue Saint-Géry,M,,,,
way,55465089,Rue Saint-Ghislain,M,,,,
way,71838140,Rue Saint-Ghislain,M,,,,
way,250003474,Rue Saint-Gustave,M,,,,
way,159694889,Rue Saint-Hubert,M,,,,
way,1037716093,Rue Saint-Hubert,M,,,,
way,88119439,Rue Saint-Jacques,M,,,,
way,88119472,Rue Saint-Jacques,M,,,,
way,115891657,Rue Saint-Jacques,M,,,,
way,115891658,Rue Saint-Jacques,M,,,,
way,115972033,Rue Saint-Jacques,M,,,,
way,88722479,Rue Saint-Jean,M,,,,
way,90808945,Rue Saint-Jean,M,,,,
way,195573715,Rue Saint-Jean-Baptiste,M,,,,
way,108167207,Rue Saint-Joseph,M,,,,
way,617141502,Rue Saint-Joseph,M,,,,
way,68666749,Rue Saint-Laurent,M,,,,
way,160532389,Rue Saint-Marceau,M,,,,
way,171875987,Rue Saint-Marceau,M,,,,
way,259057745,Rue Saint-Marceau,M,,,,
way,259057747,Rue Saint-Marceau,M,,,,
way,96680881,Rue Saint-Martin,M,,,,
way,137507416,Rue Saint-Martin,M,,,,
way,156790609,Rue Saint-Martin,M,,,,
way,1041096774,Rue Saint-Martin,M,,,,
way,29253007,Rue Saint-Nicolas,M,,,,
way,75353814,Rue Saint-Nicolas,M,,,,
way,110244794,Rue Saint-Nicolas,M,,,,
way,160913729,Rue Saint-Petersbourg,M,,,,
way,29252922,Rue Saint-Pierre,M,,,,
way,1021166501,Rue Saint-Pierre,M,,,,
way,31824048,Rue Saint-Roch,M,,,,
way,88722683,Rue Saint-Roch,M,,,,
way,93404533,Rue Saint-Roch,M,,,,
way,95067866,Rue Saint-Roch,M,,,,
way,96679607,Rue Saint-Roch,M,,,,
way,119512689,Rue Saint-Roch,M,,,,
way,208397474,Rue Saint-Roch,M,,,,
way,613366416,Rue Saint-Roch,M,,,,
way,951933402,Rue Saint-Roch,M,,,,
way,1152006909,Rue Saint-Roch,M,,,,
way,1152006912,Rue Saint-Roch,M,,,,
way,103381578,Rue Saint-Théodore,M,,,,
way,202493031,Rue Saint-Théodore,M,,,,
way,439495957,Rue Saint-Théodore,M,,,,
way,439495958,Rue Saint-Théodore,M,,,,
way,61234491,Rue Saint-Valentin,M,,,,
way,65558273,Rue Saint-Valentin,M,,,,
way,65558277,Rue Saint-Valentin,M,,,,
way,115969721,Rue Sart Saint-Nicolas,M,,,,
way,115969724,Rue Sart Saint-Nicolas,M,,,,
way,115977281,Rue Sart Saint-Nicolas,M,,,,
way,136722865,Rue Sart Saint-Nicolas,M,,,,
way,296999833,Rue Sart Saint-Nicolas,M,,,,
way,23078219,Rue Séraphin Anthoine,M,,,,
way,88222531,Rue Séraphin Anthoine,M,,,,
way,259170385,Rue Séraphin Anthoine,M,,,,
way,259170386,Rue Séraphin Anthoine,M,,,,
way,839729069,Rue Séraphin Anthoine,M,,,,
way,32007142,Rue Sifride Demoulin,M,,,,
way,32007143,Rue Sifride Demoulin,M,,,,
way,32031352,Rue Sifride Demoulin,M,,,,
way,338693370,Rue Sifride Demoulin,M,,,,
way,338693371,Rue Sifride Demoulin,M,,,,
way,1037305683,Rue Sifride Demoulin,M,,,,
way,29252977,Square de l'Abbé Paternotte,M,,,,
way,75353816,Square de l'Abbé Paternotte,M,,,,
way,110254549,Square de l'Abbé Paternotte,M,,,,
way,347954925,Square de l'Abbé Paternotte,M,,,,
way,183318618,Square Napoléon,M,,,,
way,234979844,Fosse Al Dièle,,,,al,m
way,249455055,Rue du Trî Al Pîre,,,,al,m
way,194758942,Rue des Bas Trieux,,,,bas,m
way,844424516,Rue des Bas Trieux,,,,bas,m
way,847801398,Rue des Bas Trieux,,,,bas,m
way,60111784,Allée du Beau Chéniat,,,,beau,m
way,115789617,Allée du Beau Chéniat,,,,beau,m
way,115789632,Allée du Beau Chéniat,,,,beau,m
way,92404630,Rue du Beau Moulin,,,,beau,m
way,437065130,Rue du Beau Moulin,,,,beau,m
way,223072938,Rue du Beau Séjour,,,,beau,m
way,103437458,Rue du Beau Site,,,,beau,m
way,248327934,Rue du Beau Site,,,,beau,m
way,88488664,Rue Belle Fontaine,,,,belle,f
way,273845283,Rue Belle Motte - Rue du Faubourg,,,,belle,f
way,89404581,Rue Belle Vue,,,,belle,f
way,445091807,Rue de la Belle Journée,,,,belle,f
way,403375392,Rue Blanche Maison,,,,blanche,f
way,88490116,Rue Blanche Maison,,,,blanche,f
way,89029928,Rue Blanche Maison,,,,blanche,f
way,207327083,Rue Blanche Tête,,,,blanche,f
way,439784197,Rue de la Blanche Borne,,,,blanche,f
way,1019663489,Rue de la Blanche Borne,,,,blanche,f
way,1152006901,Rue de la Blanche Borne,,,,blanche,f
way,1152006902,Rue de la Blanche Borne,,,,blanche,f
way,1168875646,Rue de la Blanche Borne,,,,blanche,f
way,1168875647,Rue de la Blanche Borne,,,,blanche,f
way,1168875648,Rue de la Blanche Borne,,,,blanche,f
way,1168875649,Rue de la Blanche Borne,,,,blanche,f
way,39859524,Rue de la Blanche Borne,,,,blanche,f
way,60076555,Rue de la Blanche Borne,,,,blanche,f
way,30169257,Rue de Claire Fontaine,,,,claire,f
way,30169259,Rue de Claire Fontaine,,,,claire,f
way,219013237,Rue de Claire Fontaine,,,,claire,f
way,117046648,Clos Dessus les Rochers,,,,les,m
way,117046655,Clos Dessus les Rochers,,,,les,m
way,31853599,Rue Les Bois,,,,les,m
way,88141647,Rue les Coteaux du Tilleul,,,,les,m
way,103310782,Rue de la Marine (Nord) - Rue du Château d'Eau (Sud),,,,marine,f
way,201512125,Rue de la Marine (Nord) - Rue du Château d'Eau (Sud),,,,marine,f
way,23147632,Chaussée Romaine - chemin 1,,,,romaine,f
way,74917032,Rue Benne Sans Fosse,,,,sans,m
way,66215834,Rue Sans Nom,,,,sans,m
way,249454498,Rue Sans Nom,,,,sans,m
way,583885200,Sentier de Beurre sans Croûte,,,,sans,m
way,74917019,Centre Spartacus Huart,,,,spartacus,m
way,74917054,Centre Spartacus Huart,,,,spartacus,m
way,93304496,Centre Spartacus Huart,,,,spartacus,m
way,88141582,Rue du Val d'Heure,,,,val,"m,f"
way,88141590,Rue du Val d'Heure,,,,val,"m,f"
way,214664330,Cité Van Laere,,,,van,m
way,563911478,Cité Van Laere,,,,van,m
way,114470363,Cour Van Achter,,,,van,m
way,297688763,Rue Ville n°2,,,,ville,m
way,299658329,Rue Ville n°2,,,,ville,m
way,299658330,Rue Ville n°2,,,,ville,m
way,299660847,Rue Ville n°2,,,,ville,m
way,1019380625,Rue Ville n°2,,,,ville,m
way,1019380626,Rue Ville n°2,,,,ville,m
way,1019380627,Rue Ville n°2,,,,ville,m
way,1019380628,Rue Ville n°2,,,,ville,m
way,1019380629,Rue Ville n°2,,,,ville,m
way,1019380630,Rue Ville n°2,,,,ville,m
way,103258495,Rue de la Violette (Nord) - Rue des Goutteaux (Sud),,,,violette,f
way,892416770,(Accès limité DNF),,,,,
way,203454700,$,,,,,
way,978084214,$,,,,,
way,115862675,1er Avenue,,,,,
way,115862680,2e Avenue,,,,,
way,115862672,3ème Avenue,,,,,
way,474576711,3ème Avenue,,,,,
way,115862683,4e Avenue,,,,,
way,115862685,5e Avenue,,,,,
way,104049716,6e Avenue,,,,,
way,260317079,Accès SNCB GARE DE TRIAGE DE Chatelet,,,,,
way,360936164,Aire de Fontaine-l'Évêque,,,,,
way,369418640,Aire de Fromiée,,,,,
way,98412891,Aire des Amoudries,,,,,
way,88235552,Allée A,,,,,
way,88235557,Allée A,,,,,
way,88235520,Allée B,,,,,
way,88235535,Allée C,,,,,
way,88235543,Allée C,,,,,
way,39667151,Allée Centrale,,,,,
way,116445926,Allée Centrale,,,,,
way,221408459,Allée Centrale,,,,,
way,1019104610,Allée Centrale,,,,,
way,1124135565,Allée Centrale,,,,,
way,1124135566,Allée Centrale,,,,,
way,67573623,Allée Champ de Gernevaux,,,,,
way,67573626,Allée Champ de Gernevaux,,,,,
way,67573632,Allée Champ de Gernevaux,,,,,
way,88119435,Allée Champ de Gernevaux,,,,,
way,96791189,Allée Chanteclair,,,,,
way,96791200,Allée Chanteclair,,,,,
way,88235523,Allée D,,,,,
way,88235530,Allée D,,,,,
way,437068875,Allée de Casteltermini,,,,,
way,75353843,Allée de Cossuvelle,,,,,
way,96791187,Allée de la Commanderie,,,,,
way,96791203,Allée de la Commanderie,,,,,
way,115789526,Allée de la Grosse Haie,,,,,
way,96791196,Allée de la Petite Couture,,,,,
way,234593777,Allée de la Pitance,,,,,
way,373071217,Allée de la Pompe,,,,,
way,373071218,Allée de la Pompe,,,,,
way,95413428,Allée de la Sambre,,,,,
way,89520000,Allée de la Valériane,,,,,
way,92242723,Allée des Acacias,,,,,
way,326370596,Allée des Acacias,,,,,
way,115789609,Allée des Aubépines,,,,,
way,116445925,Allée des Bouleaux,,,,,
way,132818232,Allée des Bouleaux,,,,,
way,221404447,Allée des Bouleaux,,,,,
way,92242692,Allée des Cerisiers,,,,,
way,115789631,Allée des Cerisiers,,,,,
way,1043239938,Allée des Cerisiers,,,,,
way,92242624,Allée des Châtaigniers,,,,,
way,603299685,Allée des Chênes,,,,,
way,96791199,Allée des Croisades,,,,,
way,603299704,Allée des Croisades - Rue Bertransart,,,,,
way,603299705,Allée des Croisades - Rue Bertransart,,,,,
way,60111788,Allée des Cygnes,,,,,
way,1152095547,Allée des Cygnes,,,,,
way,103497751,Allée des Cytises,,,,,
way,115789592,Allée des Écureuilles,,,,,
way,440846983,Allée des Églantiers,,,,,
way,117549881,Allée des Familles,,,,,
way,92242750,Allée des Frênes,,,,,
way,603299687,Allée des Hêtres,,,,,
way,115789604,Allée des Lacs,,,,,
way,136724002,Allée des Lacs,,,,,
way,1152006894,Allée des Lacs,,,,,
way,96153799,Allée des Lilas,,,,,
way,92404545,Allée des Marronniers,,,,,
way,115789442,Allée des Marronniers,,,,,
way,103497766,Allée des Mélèzes,,,,,
way,92242704,Allée des Merles,,,,,
way,92242717,Allée des Mésanges,,,,,
way,108178838,Allée des Mésanges,,,,,
way,96644779,Allée des Noisetiers,,,,,
way,92242738,Allée des Ormes,,,,,
way,136727311,Allée des Pâquerettes,,,,,
way,96153820,Allée des Pensées,,,,,
way,92242675,Allée des Peupliers,,,,,
way,96644754,Allée des Peupliers,,,,,
way,92242660,Allée des Pins,,,,,
way,92242734,Allée des Pins,,,,,
way,227157994,Allée des Pinsons,,,,,
way,92242604,Allée des Platanes,,,,,
way,108178824,Allée des Platanes,,,,,
way,88222556,Allée des Primevères,,,,,
way,88222560,Allée des Primevères,,,,,
way,69177641,Allée des Promeneurs,,,,,
way,69178814,Allée des Promeneurs,,,,,
way,92242606,Allée des Rossignols,,,,,
way,92242662,Allée des Rossignols,,,,,
way,92242775,Allée des Rossignols,,,,,
way,103497749,Allée des Saules,,,,,
way,116445910,Allée des Sorbiers,,,,,
way,60121381,Allée des Sports,,,,,
way,96679574,Allée des Tarins,,,,,
way,60111785,Allée des Templiers,,,,,
way,133399841,Allée des Templiers,,,,,
way,136712398,Allée des Templiers,,,,,
way,147440047,Allée des Templiers,,,,,
way,147440050,Allée des Templiers,,,,,
way,221403302,Allée des Templiers,,,,,
way,474570709,Allée des Templiers,,,,,
way,1152006895,Allée des Templiers,,,,,
way,1152006896,Allée des Templiers,,,,,
way,103497738,Allée des Thuyas,,,,,
way,70601568,Allée des Tiennes,,,,,
way,92242615,Allée des Tilleuils,,,,,
way,96153787,Allée des Tulipes,,,,,
way,61500633,Allée du Bourdeau,,,,,
way,440052971,Allée du Bourdeau,,,,,
way,60111787,Allée du Grand Chéniat,,,,,
way,88222549,Allée du Muguet,,,,,
way,96153771,Allée du Muguet,,,,,
way,88235540,Allée E,,,,,
way,88235553,Allée F,,,,,
way,136720349,Allée G,,,,,
way,88235502,Allée H,,,,,
way,88235551,Allée J,,,,,
way,96680222,Allée Lormaleau,,,,,
way,96680230,Allée Lormaleau,,,,,
way,67573630,Allée Mon Logis,,,,,
way,136714140,Allée Notre-Dame de Grâce,,,,,
way,355248205,Allée Notre-Dame de Grâce,,,,,
way,89061710,Allée Verte,,,,,
way,96644770,Allée Verte,,,,,
way,122641364,Allée Verte,,,,,
way,202497188,Allée Verte,,,,,
way,202497192,Allée Verte,,,,,
way,202497198,Allée Verte,,,,,
way,202497199,Allée Verte,,,,,
way,202497200,Allée Verte,,,,,
way,202497203,Allée Verte,,,,,
way,249770944,Allée Verte,,,,,
way,904683769,Allée Verte,,,,,
way,1173066076,Ancienne Ligne 113 SNCB,,,,,
way,198617559,Ancienne ligne 251,,,,,
way,415786540,Ancienne ligne 251,,,,,
way,417389048,Ancienne ligne 251,,,,,
way,417389049,Ancienne ligne 251,,,,,
way,673647255,Ancienne ligne 251,,,,,
way,310023767,Ancienne Ligne industrielle 254 SNCB,,,,,
way,342680279,Ancienne Ligne industrielle 254 SNCB,,,,,
way,4431988,Autoroute de Wallonie,,,,,
way,22702627,Autoroute de Wallonie,,,,,
way,22702628,Autoroute de Wallonie,,,,,
way,22702629,Autoroute de Wallonie,,,,,
way,22702630,Autoroute de Wallonie,,,,,
way,23032516,Autoroute de Wallonie,,,,,
way,23032517,Autoroute de Wallonie,,,,,
way,23032519,Autoroute de Wallonie,,,,,
way,23032520,Autoroute de Wallonie,,,,,
way,23099851,Autoroute de Wallonie,,,,,
way,23099853,Autoroute de Wallonie,,,,,
way,28538453,Autoroute de Wallonie,,,,,
way,28538454,Autoroute de Wallonie,,,,,
way,28538456,Autoroute de Wallonie,,,,,
way,28538457,Autoroute de Wallonie,,,,,
way,30169402,Autoroute de Wallonie,,,,,
way,30169410,Autoroute de Wallonie,,,,,
way,30169415,Autoroute de Wallonie,,,,,
way,30169431,Autoroute de Wallonie,,,,,
way,30169453,Autoroute de Wallonie,,,,,
way,30169461,Autoroute de Wallonie,,,,,
way,30169467,Autoroute de Wallonie,,,,,
way,30476904,Autoroute de Wallonie,,,,,
way,30477002,Autoroute de Wallonie,,,,,
way,31116810,Autoroute de Wallonie,,,,,
way,51056098,Autoroute de Wallonie,,,,,
way,51056099,Autoroute de Wallonie,,,,,
way,51056100,Autoroute de Wallonie,,,,,
way,51056101,Autoroute de Wallonie,,,,,
way,53635607,Autoroute de Wallonie,,,,,
way,53635608,Autoroute de Wallonie,,,,,
way,53635609,Autoroute de Wallonie,,,,,
way,53635611,Autoroute de Wallonie,,,,,
way,54289634,Autoroute de Wallonie,,,,,
way,54289635,Autoroute de Wallonie,,,,,
way,54289636,Autoroute de Wallonie,,,,,
way,54289638,Autoroute de Wallonie,,,,,
way,58421247,Autoroute de Wallonie,,,,,
way,58421248,Autoroute de Wallonie,,,,,
way,58421249,Autoroute de Wallonie,,,,,
way,58421250,Autoroute de Wallonie,,,,,
way,58429721,Autoroute de Wallonie,,,,,
way,76691661,Autoroute de Wallonie,,,,,
way,89128873,Autoroute de Wallonie,,,,,
way,89128880,Autoroute de Wallonie,,,,,
way,89128881,Autoroute de Wallonie,,,,,
way,89128883,Autoroute de Wallonie,,,,,
way,89128885,Autoroute de Wallonie,,,,,
way,89128887,Autoroute de Wallonie,,,,,
way,89128890,Autoroute de Wallonie,,,,,
way,98214159,Autoroute de Wallonie,,,,,
way,98214160,Autoroute de Wallonie,,,,,
way,98214162,Autoroute de Wallonie,,,,,
way,98214163,Autoroute de Wallonie,,,,,
way,98214165,Autoroute de Wallonie,,,,,
way,98214167,Autoroute de Wallonie,,,,,
way,98214168,Autoroute de Wallonie,,,,,
way,98214170,Autoroute de Wallonie,,,,,
way,363034988,Autoroute de Wallonie,,,,,
way,377781507,Autoroute de Wallonie,,,,,
way,456394774,Autoroute de Wallonie,,,,,
way,456394775,Autoroute de Wallonie,,,,,
way,456394776,Autoroute de Wallonie,,,,,
way,456394778,Autoroute de Wallonie,,,,,
way,456394779,Autoroute de Wallonie,,,,,
way,456394780,Autoroute de Wallonie,,,,,
way,456394781,Autoroute de Wallonie,,,,,
way,456394788,Autoroute de Wallonie,,,,,
way,456394789,Autoroute de Wallonie,,,,,
way,456411839,Autoroute de Wallonie,,,,,
way,456411843,Autoroute de Wallonie,,,,,
way,456411849,Autoroute de Wallonie,,,,,
way,456411854,Autoroute de Wallonie,,,,,
way,456411859,Autoroute de Wallonie,,,,,
way,456411860,Autoroute de Wallonie,,,,,
way,456411861,Autoroute de Wallonie,,,,,
way,456411862,Autoroute de Wallonie,,,,,
way,663272682,Autoroute de Wallonie,,,,,
way,663272683,Autoroute de Wallonie,,,,,
way,663272687,Autoroute de Wallonie,,,,,
way,663272688,Autoroute de Wallonie,,,,,
way,663272689,Autoroute de Wallonie,,,,,
way,663272690,Autoroute de Wallonie,,,,,
way,663272693,Autoroute de Wallonie,,,,,
way,663272694,Autoroute de Wallonie,,,,,
way,663272700,Autoroute de Wallonie,,,,,
way,663272701,Autoroute de Wallonie,,,,,
way,663272702,Autoroute de Wallonie,,,,,
way,663272703,Autoroute de Wallonie,,,,,
way,663596355,Autoroute de Wallonie,,,,,
way,663596356,Autoroute de Wallonie,,,,,
way,663596357,Autoroute de Wallonie,,,,,
way,663596358,Autoroute de Wallonie,,,,,
way,663596359,Autoroute de Wallonie,,,,,
way,663596360,Autoroute de Wallonie,,,,,
way,663596361,Autoroute de Wallonie,,,,,
way,663596370,Autoroute de Wallonie,,,,,
way,663596371,Autoroute de Wallonie,,,,,
way,663596372,Autoroute de Wallonie,,,,,
way,663596376,Autoroute de Wallonie,,,,,
way,663596378,Autoroute de Wallonie,,,,,
way,663596381,Autoroute de Wallonie,,,,,
way,663596383,Autoroute de Wallonie,,,,,
way,663596384,Autoroute de Wallonie,,,,,
way,663596385,Autoroute de Wallonie,,,,,
way,663596389,Autoroute de Wallonie,,,,,
way,664217702,Autoroute de Wallonie,,,,,
way,664217703,Autoroute de Wallonie,,,,,
way,664217704,Autoroute de Wallonie,,,,,
way,664217708,Autoroute de Wallonie,,,,,
way,664217709,Autoroute de Wallonie,,,,,
way,664217710,Autoroute de Wallonie,,,,,
way,664217711,Autoroute de Wallonie,,,,,
way,664217724,Autoroute de Wallonie,,,,,
way,664217729,Autoroute de Wallonie,,,,,
way,664217733,Autoroute de Wallonie,,,,,
way,664217734,Autoroute de Wallonie,,,,,
way,664217761,Autoroute de Wallonie,,,,,
way,664217765,Autoroute de Wallonie,,,,,
way,664217770,Autoroute de Wallonie,,,,,
way,664217774,Autoroute de Wallonie,,,,,
way,664217779,Autoroute de Wallonie,,,,,
way,664217784,Autoroute de Wallonie,,,,,
way,664217797,Autoroute de Wallonie,,,,,
way,664217801,Autoroute de Wallonie,,,,,
way,664217808,Autoroute de Wallonie,,,,,
way,664217809,Autoroute de Wallonie,,,,,
way,664217810,Autoroute de Wallonie,,,,,
way,664217811,Autoroute de Wallonie,,,,,
way,664217812,Autoroute de Wallonie,,,,,
way,664217813,Autoroute de Wallonie,,,,,
way,664217814,Autoroute de Wallonie,,,,,
way,664217815,Autoroute de Wallonie,,,,,
way,1034604428,Autoroute de Wallonie,,,,,
way,28000393,Avenue Brunard,,,,,
way,125150840,Avenue Brunard,,,,,
way,115862705,Avenue Centrale,,,,,
way,115862712,Avenue Centrale,,,,,
way,474576712,Avenue Centrale,,,,,
way,92242635,Avenue Circulaire,,,,,
way,292185001,Avenue Circulaire,,,,,
way,208398849,Avenue d'Azebois,,,,,
way,90908988,Avenue de Budapest,,,,,
way,371635929,Avenue de Budapest,,,,,
way,29260842,Avenue de Châtelet,,,,,
way,32017044,Avenue de Châtelet,,,,,
way,61500618,Avenue de Châtelet,,,,,
way,61500637,Avenue de Châtelet,,,,,
way,67401544,Avenue de Châtelet,,,,,
way,67401558,Avenue de Châtelet,,,,,
way,67401570,Avenue de Châtelet,,,,,
way,67487377,Avenue de Châtelet,,,,,
way,294432382,Avenue de Châtelet,,,,,
way,294432388,Avenue de Châtelet,,,,,
